155,67.74,23.30,0.76,0.36,9999,9999,-1.00,-1.00,66512
156,68.11,23.48,0.76,0.36,9999,9999,-1.00,-1.00,67020
157,68.76,23.09,0.74,0.31,68.04,20.73,337757216,-843975552,67258
158,69.13,23.25,0.74,0.31,9999,9999,-1.00,-1.00,67759
159,69.50,23.40,0.74,0.31,9999,9999,-1.00,-1.00,68267
160,69.87,23.56,0.74,0.31,9999,9999,-1.00,-1.00,68774
161,70.57,23.21,0.70,0.27,69.46,20.73,337757344,-843975552,69006
162,70.91,23.35,0.70,0.27,9999,9999,-1.00,-1.00,69507
163,71.26,23.48,0.70,0.27,9999,9999,-1.00,-1.00,70014
164,72.05,22.74,0.68,0.21,71.24,19.54,337757504,-843975680,70508
165,72.39,22.84,0.68,0.21,9999,9999,-1.00,-1.00,71009
166,72.74,22.94,0.68,0.21,9999,9999,-1.00,-1.00,71516
167,73.40,22.13,0.68,0.15,72.67,18.95,337757632,-843975744,71756
168,73.61,21.52,0.67,0.12,73.03,18.95,337757664,-843975744,72255
169,73.94,21.58,0.67,0.12,9999,9999,-1.00,-1.00,72756
170,74.55,21.03,0.68,0.08,74.09,18.36,337757760,-843975808,73255
171,74.89,21.07,0.68,0.08,9999,9999,-1.00,-1.00,73756
172,75.23,21.11,0.68,0.08,9999,9999,-1.00,-1.00,74263
173,75.57,21.15,0.68,0.08,9999,9999,-1.00,-1.00,74770
174,76.34,20.41,0.65,0.04,75.16,17.17,337757856,-843975936,75008
175,76.44,19.70,0.63,-0.00,75.52,16.58,337757888,-843976000,75504
176,76.71,19.07,0.64,-0.04,76.23,15.99,337757952,-843976064,76004
177,76.87,18.60,0.64,-0.06,76.59,15.99,337757984,-843976064,76256
178,77.19,18.57,0.64,-0.06,9999,9999,-1.00,-1.00,76758
179,77.66,18.06,0.65,-0.09,77.30,15.40,337758048,-843976128,77004
180,77.98,18.01,0.65,-0.09,9999,9999,-1.00,-1.00,77505
181,78.31,17.96,0.65,-0.09,9999,9999,-1.00,-1.00,78012
182,78.63,17.92,0.65,-0.09,9999,9999,-1.00,-1.00,78519
183,78.96,17.87,0.65,-0.09,9999,9999,-1.00,-1.00,79026
184,80.49,16.80,0.65,-0.15,79.79,13.62,337758272,-843976320,79506
185,80.75,16.05,0.65,-0.19,80.15,13.03,337758304,-843976384,80004
